,type,text
3870,spam,1 polyphonic tone 4 ur mob txt pt2 1st tone free train tell ur 16 reply hl 4info
3871,spam,thanks ringtone reference number mobile charged tone arrive customer service 09065989180
3872,spam,double min double txt price linerental latest orange bluetooth mobileupd8 latest 08000839402
3873,spam,won kt euro2004 cup final ps800 collect 09058099801 box 7876150ppm
3874,spam,09061213237 ps5000 cash luxury canary island holiday await sae po box
3875,spam,2003 account statement show 800 08715203652 identifier 42810 expires
3876,spam,won guaranteed 32000 award maybe ps1000 cash claim ur award free 0800 legitimate efreefone number wat u
3877,spam,romcapspam responding presence warm bringing real breath
3878,spam,ps400 ma reward waiting computer randomly picked loyal mobile customer receive ps400 09066380611
3879,spam,receiving triple echo ringtone enjoy
3880,spam,ur tone subscription renewed charged choose 10 poll
3881,spam,want explicit sex 30 ring 02073162414 cost
3882,spam,trying contact weekend draw show won ps900 prize claim code valid 12hours
3883,spam,5 free polyphonic tone national topple tune sent text supply ps3 sub
3884,spam,ma prize trying contact today draw show won ps2000 prize 09058094565 land valid 12hrs
3885,spam,credit topped renewal pin tgxxrz
3886,spam,tried contact offer new video phone 750 anytime network min half price rental camcorder 08000930705 reply delivery wed
3887,spam,bear pic pete type try gay chat photo upload 08718730666 2 stop text 08712460324
3888,spam,mobile number awarded ps2000 prize 09058094454 land claim valid 12hrs
3889,spam,chance 2 claim ur ps150 worth discount yes 85023 offer mobile t c 16 remove txt x stop
3890,spam,message welcome new improved sex logging subscribe service reply
3891,spam,want 750 anytime network min 150 text new video phone pound week 08002888812 reply delivery tomorrow
3892,spam,urgent ur ps500 guaranteed award 09066368327 claimcode m39m51
3893,spam,sport fan latest sport news 2 ur mobile 1 wk free plus free tone txt sport 8007 norm
3894,spam,promotion 8714714 ur awarded city break win ps200 summer shopping spree txt store 88039
3895,spam,lot cash dear welcome weekend got biggest best cash
3896,spam,santa little one like santa ma 09058094583 book
3897,spam,let send free anonymous masked sending message potential
3898,spam,allow company bill responsible shop guarantee
3899,spam,want new video 750 time network unlimited reply 08000930705 del sat
3900,spam,sim selected receive delivered txt word ok 88600 30apr
3901,spam,sullivan calling hotmail chosen receive easter prize telephone 09041940223 claim prize transferred
3902,spam,urgent 09066649731from complimentary biz holiday cash await collection sae po box 434 sk3 8wp 150ppm
3903,spam,2003 account statement 07815296484 show 800 08718738001 identifier code 41782 expires
3904,spam,tone sub expired 2 reply mono 4 monk poly 4 poll 1 weekly 150p week txt stop 2 stop msg free stream 0871212025016
3905,spam,sm inclusive text pls goto 3qj9 subscribe extra help 9ae
3906,spam,win newest potter order phoenix reply answer 5 question chance
3907,spam,urgent trying contact weekend draw show u won ps1000 prize guaranteed 09064017295 claim code k52 valid 12hrs 150p pm
3908,spam,received mobile enjoy
3909,spam,weekly tone ready download week new tone crazy black p info n
3910,spam,ur balance complete barry ben text b c good
3911,spam,5p 4 life child need song ur tell ur txt tone charity 8007 nokia poly charity zed 08701417012 profit 2
3912,spam,goldviking inviting reply send stop find 62468
3913,spam,shop till u ps500 cash ps100 travel ntt po box cr01327bt fixedline cost 150ppm mobile vary
3914,spam,important information 02 today lucky 2 find log fantastic surprise awaiting
3915,spam,thanks sing star karaoke free link reply sing
3916,spam,won guaranteed ps1000 cash ps2000 claim yr prize customer service representative 08714712379 cost 10p
3917,spam,win mobile number awarded ps2000 prize guaranteed 09061790121 land claim 3030 valid 12hrs 150ppm
3918,spam,today vida number ending 1225 selected receive match 08712300220 quoting claim code 3100 standard rate app
3919,spam,flirting txt girl broke ur eg girl zoe 18 8007 join
3920,spam,unique user id removal send stop 87239 customer service 08708034412
3921,spam,guess time created web page read waiting want friend
3922,spam,hello 1 free access news plus 10 free text 20 photo reply term
3923,spam,want explicit sex 30 ring 02073162414 cost sex box 2667 wc1n 3xx
3924,spam,free hey got 1 reply wild txt ill send u hurry im bored work xxx
3925,spam,free tone hope enjoyed new text stop 61610 provided
3926,spam,hey 25 love satisfy home feeling reply 2 c qlynnbv help08700621170150p msg send stop stop text
3927,spam,specially selected receive 3000 08712402050 line cost ag promo
3928,spam,trying contact today draw show won ps800 prize 09050003091 land claim valid 12hrs
3929,spam,chance win free bluetooth headset simply reply adp
3930,spam,ma real
3931,spam,contrast 2 mobile 3g videophones r 09063458130 videochat wid ur play java load polish online 150p
3932,spam,congratulation ur awarded 500 cd voucher 125gift guaranteed free entry 2 100 draw txt music 87066
3933,spam,dear voucher holder 2 claim 1st class airport lounge pass holiday voucher booking quote 1st class x 2
3934,spam,chance win 100 pound cs11 send cost stand apply reply hl 4 info
3935,spam,logo game
3936,spam,welcome msg free giving free calling future mg billed 150p cancel send stop 89123
3937,spam,hi babe r im home abroad text u wanna chat nbsp text stop stopcost 150p 08712400603
3938,spam,500 free text message valid 31 december
3939,spam,congratulation ur awarded ps500 cd gift voucher free entry 2 ps100 weekly draw txt music 87066 tn
3940,spam,chance reality fantasy 08707509020 20p min ntt po box 1327 crayon cr9 5wb 0870 national rate
3941,spam,thanks ringtone reference number mobile charged tone arrive customer service 09065989182
3942,spam,think ur smart win ps200 week weekly text play 85222 winnersclub po box m26
3943,spam,free mobile video player free collect text extra film ordered 18 yr
3944,spam,free 1st week entry 2 textpod 4 chance 2 win 40gb ipod ps250 cash txt pod 81303 custard
3945,spam,hungry gay guy feeling hungry 4 08718730555 stop text 08712460324
3946,spam,fancy reply date join uk fastest growing mobile dating msg rcid 25p output txt stop reply date
3947,spam,collect weekend paris inc flight hotel ps200 prize paris
3948,spam,25p 4 life child need song ur tell ur txt tone charity 8007 nokia poly charity zed 08701417012 profit 2
3949,spam,won guaranteed ps200 award ps1000 cast claim ur award free 08000407165 2 stop getstop 88222 php
3950,spam,new textbuddy chat 2 horn guy ur area 4 25p free 2 receive search postcode txt 08715500022 pl stop 2 col
3951,spam,urgent 2nd attempt contact ps900 prize yesterday awaiting claim 09061702893
3952,spam,knock knock txt 80082 enter r weekly draw 4 ps250 gift voucher 4 store yr age16
3953,spam,ripped mobile content 08717509990 downloads 3
3954,spam,tried contact reply offer 750 min 150 expand new video phone 08002988890 reply free delivery tomorrow
3955,spam,bored speed try txt speedchat like em txt swap new chat80155 box36504w45wq red 16
3956,spam,tried contact response offer new nokia font camcorder hit reply 08000930705 delivery
3957,spam,reply win ps100 professional sport tiger wood send stop 87239 end service
3958,spam,congratulation thanks good friend u won ma 2 claim 08712103738 10p
3959,spam,save money wedding lingerie choose superb selection national brought weddingfriend
3960,spam,rev msg chat free hardcore service text 69988 u u age verify yr network try
3961,spam,88066 lost ps12 help
3962,spam,kick new season 2was free goal news ur txt ur club 87077 eg villa 87077
3963,spam,talk new friend fall love world discreet text dating text vip 83110
3964,spam,entry ps250 weekly comp send word enter 88877 18
3965,spam,realize 40 thousand old lady running
3966,spam,22 day kick euro2004 u kept date latest news result removed send txt stop 83222
3967,spam,hack backdoor entry 121 chat room fraction reply neo69 subscribe 25p bcm box 8027 wc1n3xx
3968,spam,use click wap link txt message click
3969,spam,3 lion england reply lion 4 mono lion 4 4 2 original n tone 3gb network operator rate apply
3970,spam,double min text 4 6months free bluetooth available nokia motorola mobileupd8 08000839402
3971,spam,09061743810 aba complimentary tenerife holiday cash await collection sae box 326 cw25wx 150 ppm
3972,spam,thanks purchase video clip charged think send video
3973,spam,dear invited final attempt contact txt chat 86688 lon 18 yr
3974,spam,today vida number ending 7634 selected receive ps350 match 08712300220 quoting claim code 7684 standard rate
3975,spam,customer service recently tried delivery unable 07099833605
3976,spam,ac new jersey devil detroit red wing play ice correct reply end iptv
3977,spam,ac blind date roads1 united check blind date send hide
3978,spam,crazy frog sound poly text real text mad2 6 crazy sound 3 apply
3979,spam,inviting reply send stop find 62468
3980,spam,winner u specially selected 2 receive ps1000 holiday speak live operator 2 claim
3981,spam,ur 1st ringtone free reply msg gr8 20 tone phone week wk 2 opt send stop 08452810071 16
3982,spam,message welcome new improved sex logging subscribe service reply 18
3983,spam,loan purpose bad tenant 08717111821
3984,spam,free replied female live luv hear netcollex ltd 08700621170150p msg reply stop end
3985,spam,adrian u rod vatican
3986,spam,sorry missed talk 07090201529
3987,spam,wanna laid want real logging location sent direct ur join largest logging txt park 69696 3lp
3988,spam,2003 account statement show 800 08719899230 identifier 41685 expires
3989,spam,message brought mw connected
3990,spam,yourinclusive text pls goto 3qj9 subscribe extra help 9ae
3991,spam,month upto call 4 ur standard network charge 2 activate 9061100010 c 1st4terms box84 m26 3uz cost min mobcudb
3992,spam,simpson movie released july 2007 band died start b
3993,spam,arsenal 4 7 v liverpool 2 henry score simple shot 6 yard pas bergkamp arsenal 2 goal margin 78
3994,spam,polyphonic ringtone text super 87131 free poly tone week 16 sn box202 nr31 7zs subscription 450pw
3995,spam,449050000301 won
3996,spam,8007 free 1st no1 nokia tone 4 ur mob week txt nokia 8007 texting tell ur mate box 36504 w4 5wq norm
3997,spam,missed number called left 07008009200
3998,spam,hi 2nights ur lucky use invited 2 uk widest txt chat 86688 lon 18yrs
3999,spam,hey horn want chat naked text hot 69698 text charged 150pm subscribe text stop 69698
4000,spam,mobile number won claim call ring claim hot line
4001,spam,08712402972 immediately urgent message waiting
4002,spam,kit strip billed netcollex po box 1013 ig11 ja
4003,spam,registered subscriber u enter draw 4 100 gift voucher replying subscribe text stop
4004,spam,08712402578 immediately urgent message waiting
4005,spam,ur currently 500 pound maximize ur send cash 86688 08718720201 po box
4006,spam,spot ur mob halloween collection nokia message plus free eerie txt card spoon 8007
4007,spam,ma incoming ur awarded ps500 cd gift voucher free entry 2 r ps100 weekly draw txt music 87066 tnc
4008,spam,want 750 anytime network min 150 text new video phone pound week 08000776320 reply delivery tomorrow
4009,spam,brand new mobile phone agent plus load info text mat
4010,spam,valued pleased advise following recent review mob awarded ps1500 bonus 09066368470
4011,spam,mobile 10 update latest phone ur extra free text yes
4012,spam,2003 account statement show 800 08715203656 identifier 42049 expires
4013,spam,mobile number awarded prize 09061790125 claim valid 12hrs 150ppm
4014,spam,recat ordered order
4015,spam,oh found number text msg cst std news chg
4016,spam,contacted dating service find land line box45w2tg150p
4017,spam,want need real man 2 satisfy txt wife 89938 string stop 2 txt rec box 731 la1
4018,spam,sparkling shopping break 45 0121 2025050 visit
4019,spam,83039 uk break accommodationvouchers term condition 2 claim mustprovide claim number 15541
4020,spam,people logging area 09090204448 join like minded arrange 1 1 milan ls278bb
4021,spam,skin sock calling miss 08712466669 2 stop text
4022,spam,started sent text talk sport radio connection think
